player_id,player,mlb_id,fv,hit,power,run,arm,field,fb_grade,fb_velo,cb_grade,sl_grade,ch_grade,control,height,weight,bats,throws,writeup,commits_to
p0021,Ace Reese,814505,55,50,60,40,50,45,,,,,,,"6' 4""",220,L,R,"Reese began his college career at Houston in 2024 before transferring to Mississippi State and earning Southeastern Conference newcomer of the year honors last spring. He batted .352/.422/.718 with 21 homers while dealing with a loose bone fragment in his left big toe and has produced similar numbers as a junior. After ranking second in the SEC with 12 homers during league play, he should go somewhere in the back half of the first round.Reese's carrying tool is his plus power, which he generates with the strength in his 6-foot-4, 220-pound frame and the bat speed and leverage in his left-handed stroke. He can homer to any part of a ballpark and pounds both lefties and righties. He can get a bit aggressive at times but is making progress with his swing decisions and some evaluators think he could become a solid hitter with 25-30 homers per year.The biggest question with Reese is whether he can handle third base. He's a below-average athlete with limited quickness and range, and his arm is merely average. He has improved since fielding .889 at the hot corner as a sophomore but still could wind up at first base or possibly left field.",Mississippi State
p0018,Trevor Condon,825891,55,60,45,70,55,60,,,,,,,"5' 11""",178,L,R,"Etowah HS (Woodstock, Ga.) features three seniors drawing attention from scouts in Condon, right-hander Matthew Sharman and outfielder Deion Cole, who helped the Eagles win the state 6-A championship in 2024. Condon is the star attraction, drawing comparisons to Lenny Dykstra, Brett Gardner and a stronger version of Sal Frelick. He may have the best combination of hitting ability and speed in this high school crop.Though Condon has an unconventional left-handed stroke with an upright barrel, he makes good swing decisions and regular contact to all fields. He has enough bat speed and strength to get to average power, though it shows up more in batting practice than in games at this point. He hits balls hard but has yet to pull them in the air consistently.Condon has double-plus speed and likes to use it, playing with constant intensity as he tries to make things happen on the bases and runs down balls in the gaps. He's a quality center fielder who will stay there at the next level, with the added bonus of solid arm strength. A Tennessee recruit, he's reminiscent of former Volunteers star Drew Gilbert with his 5-foot-11 frame, tools and flair.",
p0022,Carson Bolemon,828789,55,,,,,,55,101,60,60,55,60,"6' 4""",215,R,L,"Bolemon didn't allow an earned run as junior while striking out 101 in 42 1/3 innings, winning Gatorade's South Carolina prep Player of the Year Award and leading Southside Christian HS (Simpsonville) to its fourth consecutive state 3-A title with a 19-strikeout no-hitter in the championship. Then he dominated on the showcase circuit as well and was the ace of the U.S. National Team that won the 18-and-under World Cup in Japan in September, fanning 17 in 11 scoreless frames. He entered 2026 as the consensus best pitching prospect in the Draft -- college or high school -- but hasn't quite lived up to that billing.Bolemon's stuff is beyond reproach, starting with a 91-94 mph fastball that reaches 96, and he can throw it to either side of the plate with carry or downhill plane. He has a pair of plus breaking balls, with evaluators slightly preferring his 78-82 mph downer curveball to his low-80s sweeper. He also does a nice job of killing spin on a mid-80s kick changeup that could become a solid offering with more use.There's much more to Bolemon than just pitch quality. The Wake Forest recruit has a projectable, athletic frame and a clean delivery that allows him to pound the zone with his main three offerings. Scouts love his makeup and mound presence as well. The only blemishes on his résumé are a partial elbow tear in eighth grade that required internal brace surgery and the fact that he'll turn 19 three months before the Draft, but neither is a concern.",
p0040,Tegan Kuhns,815158,45,,,,,,50,93-95,,55,50,50,"6' 3""",189,S,R,"The best high school players coming out of Pennsylvania the last few years have been hitters, from first rounder Cole Young from the Pittsburgh area and Benny Montgomery outside of Harrisburg. This year’s class is headlined by arms, with lefty David Shields representing the west side of the state and Kuhns, one of the more intriguing projectable right-handers in the class further east, putting his name on the map after a strong summer that included pitching for Team USA in international competition, though he was trending a bit in the wrong direction as the spring wore on.Kuhns is a wiry, lean and twitchy athlete on the mound with a ton of ceiling. At 6-foot-3 and 168 pounds, he’s the prototype for projection and he already has good stuff. His quick arm fires both a two- and four-seam fastball, throwing the former in the 89-91 mph range with plenty of run and sink and a 93-95 mph on the latter with ride up in the zone at his best. He has good feel to spin his breaking ball and though it can sometimes get slurvy, it’s easy to see a future plus slider in there. His splitter has good tumble to it as well.With three legitimate offerings, more to come in the tank and an athletic and repeatable delivery that allows him to fill up the strike zone, Kuhns has a lot of future starting pitcher traits. He’s committed to Tennessee, but even though his spring has been uneven, his upside could land him in the first couple of rounds come Draft time.",Tennessee
p0025,Cole Carlon,814817,55,,,,,,55,,50,55,45,45,"6' 5""",230,L,L,"A product of Arizona high school powerhouse Corona Del Sol, Carlon stayed home to go to college, jumping right into the Arizona State bullpen as a freshman. He took a big step forward results-wise as a sophomore, also as a reliever, before pitching well in brief stops in the Cape Cod League and USA Baseball's Collegiate National Team Training Camp. A move into the Sun Devils' rotation this spring has helped cement him as top-two-round arm talent, even if the jury is still out about his long-term role.Considered to be the top college arm in the area, Carlon could have the chance to start thanks to a potential four-pitch mix coming from his strong 6-foot-5 frame. The lefty can run his fastball up to 98 mph, sitting around 94 mph, though it can get flat with scattered command. He's able to get back in line with his breaking stuff, starting with an 87-88 mph cutter-like short slider he throws as often as his heater that misses a ton of bats. He can manipulate it and make it a bit longer at times, and he also has an average 12-to-6 curve that offers a different look. His changeup is his fourth pitch, but it does have some fade to it.A solid athlete who hit .349 playing both ways in the Alaska Summer League in 2024, Carlon has struggled at times with finding the zone consistently, though he cut his walk rate down as a starter this year. There's some reliever risk, and he could move quickly in that role, but a team taking him in the top two rounds should give him every chance to stick in a rotation.",Arizona State
p0016,Eric Becker,806027,50,55,45,50,50,50,,,,,,,"6' 3""",190,L,R,"When New Jersey high school infielder Nick Becker was being evaluated for the 2025 Draft, there was some concern about signability because of his potential desire to play with his older brother, Eric, at the University of Virginia. Nick ended up signing with the Mariners as a second-rounder last July, and in 2026, it will be Eric's turn. And after two strong years with the Cavaliers in the ACC, he has a good chance to come off the board earlier than his brother did.A left-handed hitter, Becker has been a starter since he set foot on campus, and he's hit from day one, carrying a .366 average and an OPS north of 1.000. He's hit over power as of now, with a solid approach, excellent bat-to-ball skills and limited chase. There could be more impact in there, which could raise his profile, though right now he's content to hunt for base hits with a simple swing.A quiet leader with a slow internal clock, Becker is an average runner with an average arm. A team taking him might at least send him out as a shortstop and see if his excellent instincts allow him to stick there. A move to second or third might be in his future -- he manned the hot corner for Team USA over the summer -- and if he starts driving the ball more, he could profile well anywhere.",Virginia
p0026,Cade Townsend,807254,45,,,,,,50,90-94,55,45,45,45,"6' 1""",185,R,R,"Townsend has been on the radar for a while now, having pitched for USA Baseball’s 18U World Cup Qualifying team back in November 2022 and showing off good stuff last summer at events like the Area Code Games. He continued to perform well, especially down the strength at the end of his spring season in California, giving him some helium as the Draft approached.The 6-foot-1 Townsend has an intriguing combination of stuff and projection. He’ll currently throw his fastball in the 90-94 mph range with decent life, but his best pitch currently is a knuckle-curve that pairs nicely with the heater. He throws it in the 79-80 mph range and it flashes plus, with good, late dive to it. That two-pitch combination is his foundation, but he does show a separate slider at times, along with some feel for a changeup.While Townsend’s repertoire is solid, he needs to refine his touch and feel for pitching overall. As good as that curve can be, he does have trouble landing it for strikes at times, and like with many prep pitchers, he’ll need to work on his overall command. He gets high marks for his willingness to learn and his makeup and there’s enough ceiling here for teams to consider taking the right-hander early enough to sign him away from his Ole Miss commitment and make him the first Santa Margarita High School product to sign since Cleveland took Milan Tolentino in the fourth round of the 2020 Draft.",Mississippi
p0033,Logan Reddemann,822298,50,,,,,,60,95-96,45,50,55,60,"6' 2""",185,S,R,"Reddemann spent two years at the University of San Diego developing a reputation as a big-time strike-thrower with a real feel for pitching. A move up to UCLA for his junior year has helped him reach another gear completely. Establishing himself as the Friday night ace on the best team in the country, not to mention with top Draft prospect Roch Cholowsky, has allowed the right-hander to be seen by a lot of the scouting industry, where his improved stuff has helped catapult him to early-round status. His momentum was delayed with news of him missing time due to arm fatigue breaking at the end of April.A fall and offseason with the Bruins’ staff has helped Reddemann add strength and velocity, while all of his repertoire has improved. His fastball now sits around 95-96 mph, and he’s touched as high as 99 mph, getting plenty of swings and misses with the pitch. In the past, his best secondary offering had been his changeup, and the 84-85 mph pitch still has the chance to be a plus offering in the future. But his go-to this year has been a hard, 87-91 mph cutter, a pitch he’s shown he can throw to both sides of the plate against both lefties and righties, with an ability to bury it on the corners. He also unveiled a newer, sweepier low-80s slider, and he’ll use an 80-82 mph curve to get ahead early in counts.&nbsp;Even with the uptick in velocity, Reddemann has continued to fill up the strike zone with all of his offerings, and deception in his delivery helps all of it play up. He’s super-competitive on the mound, and scouts who saw him in San Diego have been impressed in the way he’s changed his breaking ball profile and stepped up his game in his Draft year.",UCLA
p0036,Caden Sorrell,811294,45,50,55,60,60,55,,,,,,,"6' 3""",210,L,L,"Both of Sorrell's grandfathers played in the big leagues: Billy Sorrell, an outfielder who shared a 1966 Topps rookie card with Ferguson Jenkins, and Tom Griffin, who led the Majors in strikeouts per nine innings (9.6) as an Astros rookie in 1969. After failing to make much of an impression on the showcase circuit last summer, he put himself on scouting radars by homering three times and winning MVP honors at the Five Tool High School Festival in March. His all-around tools have made him a possible top-three-rounds pick.Sorrell packs a lot of strength and leverage in his 6-foot-3, 195-pound frame, and he looks to launch balls from the left side of the plate. His stroke can get uphill and long, so he does come with some swing-and-miss concerns, but he also has a knack for barreling balls. He produces high exit velocities yet still needs to prove he can produce against consistently good pitching.&nbsp;Very athletic for his size, Sorrell has plus speed out of the batter's box and can make an impact on the bases and in the outfield. A Texas A&amp;M recruit, he shows fine instincts in center field and has a good chance to stick up the middle. If he has to move, his plus arm will fit nicely in right field.&nbsp;",Texas A&M
p0054,Aiden Robbins,828657,50,55,50,50,50,50,,,,,,,"6' 2""",205,R,R,"Robbins' long track record of performance could land him in the late first round. A year ago, he led the Big East Conference in batting (.422) and on-base percentage (.547) at Seton Hall before topping the Cape Cod League in hitting (.307), slugging (.545) and OPS (.936). He has wielded one of the Southeastern Conference's most dangerous bats since transferring to Texas, more than tripling his previous career high with 19 homers entering NCAA tournament play.Becoming more aggressive has allowed Robbins to tap into increased power, as he's chasing pitches more often but also driving them in the air much more frequently and hitting them harder and farther than ever before. His quick right-handed swing allows him to catch up to and destroy fastballs, though his new mindset has left him vulnerable to breaking balls and changeups. He holds his hands and back elbow high at the plate and balances briefly on his back leg before unleashing an uppercut stroke, a nontraditional approach that has resulted in his strikeout rate jumping from 13 percent as a sophomore to 32 percent in the Cape League and 21 percent with the Longhorns.While Robbins produces lackluster run times out of the batter's box, he's an average runner with a knack for stealing and taking extra bases. A corner outfielder at Seton Hall and on the Cape, he has played a decent center field for Texas. He'll get a chance to man center in pro ball but likely will wind up back in left or right, and his average arm strength works at all three spots.",Texas
